company,company_url,amount_usd_millions,amount_reported_millions,reported_currency,stage,lead_investor,announced,source,source_url,also_reported_by
Quandri,https://insurtechdaily.io/company/quandri/,12.045,16.5,CAD,,,2025-07-16,BetaKit,https://news.google.com/rss/articles/CBMiugFBVV95cUxQRHdzQzR4SHExN0NKX01BX0UzckJWY2U0UV81V1FMM3B2d0hkVVNHbG5RTXVzU2R5YWZsX0tlMGx6WTdTdUppMExLUDRMT3IwUllHeXJFVmwwRzg4c3U0TU9ocEZLZ3hYdWVjb1dDX3pUM2lhZlU1RUJERjIxSk5VRFRnbF9RTEExQVQ5UDBGZ2ZxaEVTdmFtUFY3SjlsZTVCY1oxQ2ZIY3lpMC1oQm9MQ1NzVWd0ZWZzakE?oc=5,FinTech Global; Insurance Business
Loro,https://insurtechdaily.io/company/loro/,1.1,1.1,USD,Seed,,2025-07-16,PR Newswire,https://news.google.com/rss/articles/CBMizgFBVV95cUxOVEpsWnJxQkg0Rkc3LWtDNkI0VzA3RlBqbXp4cThoaUdtUHpBX1Fra1Q5SktxNVUxdUxxWkdNQmVMWkRjRWZoR0Q4cFhubmRaaDU3bkJ6S1FHSGlTRkpBcnVyUVFGLXBRczFSSUxGamh1RURLRUU1WE5CSnpwQ1VwZGR0NlJRNzhpejhmQlFGMHBZTWtqWFR1WlBiRmIzUDlydTJqa3JUdENjTFk0QVVwRFBCdEFmVm5wTW9GUnl1UGJvYjJmbkVyNEJkMTZRUQ?oc=5,
Coverflow,https://insurtechdaily.io/company/coverflow/,4.8,4.8,USD,,,2025-07-16,The AI Journal,https://news.google.com/rss/articles/CBMivwFBVV95cUxOUVJZWmhGNmlhUHJlQ3F1dWxIbjhTTzlZa280R200U0JBbDNveHBSNEhzbnpNUzRtZzBqTGNDeDlDRUhSdHdmOVF3Sk5pNVUtZEM1X05kZGhzMURQWlhvXzZuZXlSODJUam5JNkN6S3dTSnVJU2lsRVF4Y2xVMTJ1SlZrMERYWVdxS2JPN2xxS1JrMDRtOW43SDhselRYMS15aHdscE9LR2ZSdS1IcjQtbTlYTWprSGRUSFctWlBrTQ?oc=5,
Laka,https://insurtechdaily.io/company/laka/,9.504,8.8,EUR,,,2025-07-15,EU-Startups,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNdlp0QVRCX0kwY1VLMjJSbmZYTlpXRm1KVWVlZmFfb2hJNDNYN1daWXdMcEx3eHY5X3JIRDU1OFprNWRUR1ppTDY3dlBQWHhhRmhweno3Z2lKREROY3F2SXpCU0ZNbnl4d2tzSnFTZl9sZXczeGloZkFNaFNfREtJZWEzT0t2SGN5QkdfNWRkR3k4TktxMFBiclVMRDdmWFhCOTM1LTh1ZDgwaUdoMEVHaHU0MVlQNVMxeEI1VGNJZUU?oc=5,The Next Web
Yasmina,https://insurtechdaily.io/company/yasmina/,2,2,USD,Seed,,2025-07-14,Wamda,https://news.google.com/rss/articles/CBMigAFBVV95cUxPb3NEMWJGTy0yb0pyOTF6N1dPS3otT19zYU52RWpoSGtYQTdQSGxCQWI2VHNIUXVHQm1mQXNwYlNSczR3aUsyTHAwMWVTM1o5V08xTm5Pdlg2aUpLeVF6bWZEVmZDMUJ3dS1JR3ZKYXFYLUVmOEJjV3BReHJiWjktdg?oc=5,
Stitch Studio,https://insurtechdaily.io/company/stitch-studio/,3,3,USD,Seed,,2025-07-11,FinTech Global,https://news.google.com/rss/articles/CBMilAFBVV95cUxNakppUkdoNERxRWZfdEJqVklkVzBvT1poM0lma2JVMXZTdG9aSncyNUllUHZ2NDJGN2NveFRPTWNYb1Z1MGp1Y2VaQXVrU2NmdlBabVp0dDVITGlxU21UX1o2MkdMeFR2bmhnZVFlckRBN0lsY2pMOTFOOEphcFVSU003WHFzTmJ6ZEhBS0lhNzBoTXdm?oc=5,
INSHUR,https://insurtechdaily.io/company/inshur/,35,35,USD,,,2025-07-10,AlleyWatch,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOUHZhTGlGRG94YmNnTElnbVFYX0NQTW84QUs0Y1JyejI5dHhXcnRKc2Y4a19xeGh4V0k2TFZTZi1rVk5oRlZNRDR2dzQteWZsRzRRandPeVRsR3VIXzNCY1JIZjIxSHU0SkxkUjJCTmJGOVRuZ1Njam5PYTV1OFI4NmlwTG9YMHBjY0ZHRFJRbzNlUDI3VjRVVkIzZzlQU2ZpbExqU0VORzRBSXcyd0x4WEFOa1Z6UnpQUlIzNkFFUFQ2YXNtdkN2ajFGbzBCcEhj?oc=5,
wefox,https://insurtechdaily.io/company/wefox/,163.08,151,EUR,Growth,,2025-07-10,FintechNews CH,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPSzFvV19HcVhFNmppaDFJdGpqMTFyRy10QWpXcGlwdDNENDNNbzFnY3RUUmNIeHd1Q3VMU0hlSXQzX2h1aHBqM2UwN2dIUVBwQzJGMW1pTm43VXc2WXZoTF9IRGFIS29DZHZmTll6eVc2X3RBc2pMV1ZEcXp5UkhLZFBiaTFFLUhi?oc=5,Insurance Journal; Silicon Canals; Insurance Nerds
RoofMarketplace,https://insurtechdaily.io/company/roofmarketplace/,7,7,USD,,,2025-07-09,FinTech Global,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOWdCeEpUMEExTlpGXzVsME9WbmhBa3ItUmVLTlBLZEQtNl8yYWVSMi1Gc3Fna1FTS2lwWklzS1gtd3VpS1M5dVlRN2tseUtJUDdjOUl6clhTYzhRdnZxSk9OemE1MnVTY3RwOVNCdDNhdFotd2RMeF9GcElpYVZ3RUF0Y3R0bjJI?oc=5,
Soteris,https://insurtechdaily.io/company/soteris/,8,8,USD,,,2025-07-05,Coverager,https://news.google.com/rss/articles/CBMiekFVX3lxTFBRS3d4UE9uTW42VEVlTTVoTEFiVHdoaHByRTR4N2VWSUt4eU1zdk51Zy16amd6STZWbkpJYnRmQlFIdVkwUnFMX3NwUFFrV0JKU2oyeVItZ1Jqcm9xRHlQQ1ZXa01aRkpqcjBva3RkVllPcmRXaFViTm1B?oc=5,
Leaf,https://insurtechdaily.io/company/leaf/,1.879,1.74,EUR,,,2025-07-04,FinTech Global,https://news.google.com/rss/articles/CBMikwFBVV95cUxNX21FUFE5VE1STkFrSDhha1kwdnMxd09RcHc1ZDhlMlRwaUpNXzVnRzVPWkt5cHFjS3RYcVBfaE10azNKVWphRks1RGkxbWhwVDVoQ0VrbFBydGcyT2RxSmNxU21zdjNKTmhhVXBKLWZqcnNLd3ZvaE56bFZ4UkxyS2QwVTFlZWhIaWRqRDlpdk0ybk0?oc=5,EU-Startups
Ledgebrook,https://insurtechdaily.io/company/ledgebrook/,65,65,USD,Series C,,2025-06-25,Insurance Journal,https://news.google.com/rss/articles/CBMickFVX3lxTFB1T3llU3puamgxR1pqR3dVUDNqZzNDTkJpWXBoZUFvLWZJbHc5VGl5alNncDBYbDVxU0NGWkFkRFFCY1M5VDJYcUV0dUJVVXJFeW1rYnBaRVYtUEFQVWc1c1BOYVcyVm1iRFBXczlQZUVBdw?oc=5,Pulse 2.0
Orus,https://insurtechdaily.io/company/orus/,27,25,EUR,,,2025-06-24,Tech.eu,https://news.google.com/rss/articles/CBMinAFBVV95cUxNaUFzcEs4ZkR6UjkwWGd6bkJ0YVIxb3E0NWhkYVlzVlIxUTVhaXcwY25DajhneTVKN3RqSW1oOXR3dVdrWG9JWThXRWNzbl96dkFzUVYyeDRWOXF1Z3hhSkdndzBkMl9zSS1YOEJYMkRiWXNYOHhncWZXM2ttUTZhT1RNX0NxcjBIcHA0NVJTZGVQa21ULWlIcWlCb3E?oc=5,EU-Startups; PYMNTS.com
Justos,https://insurtechdaily.io/company/justos/,16.5,16.5,USD,,,2025-06-23,LatamList,https://news.google.com/rss/articles/CBMifEFVX3lxTE9WaGo0NklsSTZRNkROZmFjZDdLLWF4RGgzVEx1T0lZNjVRQnFMOFVrZV9PNTV0bm81eTYxemtzMTQ1S3NMM0h3RzUxdEFjWGpkN0w1N0V3MFB5WUpfYy1JRnh2RUR0U0RKNFFPaEtOUmFSaWxCWW5vVWdJMTLSAYIBQVVfeXFMTU5VVmZrVlMtOFJfd01tNUVadWRER29VckFLTjh2TVllWXJNdE9nTFB2bGpIQXJ6NnRERE9VNjlPZ3VOQlFpdXRJN2t1bGNTd2M1cE0td3FDV0x1amRHc1JRTGR3M2VqVDEtczNTY1g3STE2X1NCSVlPM3E0WGx2b01uUQ?oc=5,
RenewBuy,https://insurtechdaily.io/company/renewbuy/,10,10,USD,,,2025-06-20,The Economic Times,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPWVU1VG9wcDctX2RzRnBSM245c1ZZY05GQlFNcDZFSDVXQjc3djQzU1dzQ2x2NnVFdDVPazY0dkhYWXZ4SURpUEZjWENSQUFfOFdJRGFYUzZJb2o2RlpNXzE4Vkctc0ZYZXdGem9Bb0JMbGJjUHU3ZG01ZkY0X1hJQm9VckcxYVEtcnJFWkdKUEtyaTlWY0d2TUYzQjJCWHFpeUQyZzhKVFRKRHlMV3FXRGI2dW5vUjJxLUhwZXRaUVRxZ9IBxwFBVV95cUxPeWRGNE9Rc3p6MlNubGdIT1B3RHhjRXNZWmFEWnJ4X1RncUxYc3hoYlc3aWU2TWlxTjhwclBHZHFpeHdXWWJjdGstNmVuOV9FYzBCcW10VHZ6bVN6X0trc3lRazdZRGlheVhEa2NmTkZ1SEVUd1M0cEdkTmlINGJNMXBDZG1SM0UzWVFISnQ1aktNNGo3ekVValdZSUwzUTVuV1NFUE5VQjkwMzdEX2plYlotUmpRXzMwejhLbTFLX01iM0ZPYWpR?oc=5,
Vertical Insure,https://insurtechdaily.io/company/vertical-insure/,8.5,8.5,USD,,,2025-06-16,FinTech Global,https://news.google.com/rss/articles/CBMidkFVX3lxTE92NXp2bHdRWUtqdmV5QXU1a3RfN3ZHTWFkYzhDcUdBSHNCLTlRay1EeWtQWEJfRUE3dzBzZ0RxRzNZeElCR1VualNNUGVaYl9LbF9IYnZjTTJmeXFFZE1FRURFOWhkNDRLOVY1bm93THBzZDZaMGc?oc=5,
Midtown startup,,20,20,USD,,,2025-06-16,Crain's New York,https://news.google.com/rss/articles/CBMigAFBVV95cUxQd1ppM1A2UTJSdWVmbjZnS1hTWVBEaGR4UGozZ3NKMWpVUXJQdTRKNFNZYWVmWXBDR3liVGFBU1l4R2p5aVBzUnVrY3FiZzZlNjlpRFVuY3ZVT3JYMEdJekNScUtwQVpPaFNKNUZlMjdEa0E4d3d5THpVdXZzZDFaMQ?oc=5,
Zorro,https://insurtechdaily.io/company/zorro/,20,20,USD,Series A,,2025-06-12,FinTech Global,https://news.google.com/rss/articles/CBMimgFBVV95cUxOZlc5T0ZaRnlILXlHYUIyUG1lU0dUMFVMbU1hOFl5NUtVcTZ3dlMxZ3BGTDBCcXdGLW05OWxtZEF5NFE4N1FOWjIwRDcxN1NXRlc5X080TUkzc2V2eEJWaGdsTjE0dGRpU2pEUFptU2lVWW9ocFNpQ09zZENfNXdWNFU1VVJTemVrTVNvSFJMUU5GaGJQdjNrWjRB?oc=5,
Crabi,https://insurtechdaily.io/company/crabi/,13.6,13.6,USD,,,2025-06-09,LatamList,https://news.google.com/rss/articles/CBMijwFBVV95cUxPYzRzR1ZQY2UwbnZpRkFKOU1iRkVjcUZzUEt3RVFxaWJpb1psaWVhci1TRXEwalRKTV9fMzVVZFlhWkVSdVZKeXdFU0IwWFRUUjMwY2ZlbzNOa0dra3dudy10aFBNbEU3RVROTW9pcGx4M1dacWFVbFdEYVlJM3lGdEtIWW1mNDZWMC04UEl5TdIBlAFBVV95cUxOWlhIREZwMGJDalFFR2lDMTlDOVNBMEdXbzZwS2kybV9PMkJwSEdFRmVlSDZ4SDBad1JSUEtEVXlaSk1EcVhrWnZMYl9XWnlSSnJsNmRMU2tGX2xEVTk3Nk5kbV9CVEJfaEo0NjJFSHlqSVhxZlUzeHNoWmctRkV1NElSWFU3cmc0Qk16Q1FrOFppLXJE?oc=5,PR Newswire
Fixxy,https://insurtechdaily.io/company/fixxy/,1.944,1.8,EUR,,,2025-06-09,Startupbusiness.it,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQcVBxZ3NPNHhzRlpxN0lLdmVxYUxQTzE0VjBOaEJ1Ym1lcVRLbnlLb2ZQZUk1aDVSbHRpTWdudEk3TFZ3X3FmNlBfdlZhaGVtdFZwSzhzYmRZcDZ2bF9WLTBwNTQzZGI5N3dXNGNLZDhpMXg4bUVxb3pVdFg4TjlmeWd1VDNjMU1TdGY4?oc=5,
bolttech,https://insurtechdaily.io/company/bolttech/,147,147,USD,Series C,,2025-06-05,Life Insurance International,https://news.google.com/rss/articles/CBMijgFBVV95cUxOaEwyMWlINGdiSUFtSXU3ZnlPMXFBVFlOQ0I4SUhaZXNOb2JfS2ZBUGNVcWJJU1cxVzNnX1RnVkQ1T1ZkTmY0ZGpuLWhVVFM4WkZseHdTUnR0cEZsdVRJQWFLUjNielVBbEZZQTU4alRnSmZVT1AzMkFFS1ViYXNrY2djU3gtVmdnZ1o2ZkVB?oc=5,Pulse 2.0; Finovate; TechCrunch
Baobab Insurance,https://insurtechdaily.io/company/baobab-insurance/,12.96,12,EUR,,,2025-06-04,EU-Startups,https://news.google.com/rss/articles/CBMiywFBVV95cUxPbnV1dXZCTUVIaGIxMG42YjhyZHVZeDRXRC1lanRLQUNrYW1DVGViT2ZlVjduM2w1VGRWeTNkcmdydDJoNDYyRWJ1NWNkbGlaQlhXbGNFTWljM05mdFRwVGV0Sm1wM3hmZ2J4QkYtWm9ycFdqREhJSS15Y3dnZzF3XzRGSXo2eXpGR0plaGxVTHlfaE5ubHdHeEVURS1pTW1Ybjd4OTE4SmF2M1FJMUZlbVg3V2NldkNDSDJZeUt1OHRpbzNSM0pjVHVYWQ?oc=5,
Bestow,https://insurtechdaily.io/company/bestow/,120,120,USD,Series D,,2025-05-16,D Magazine,https://news.google.com/rss/articles/CBMitAFBVV95cUxNYWwyeFVUZldSUGtXZklYTm96a2l4Si1iSVNhTmJtUlUwam1yWkp2YWRqOW95Q3hsVFFReC00WXRUc0NlcXhLUnJ5NWZQUWJUam5JcnBFcDA4RC0tUmxmRk9Fang1WmNBdjlla3BpWTJuQkM2V0tOVkdpbEdDeUtBOHJxYjdNTWphUzZwS3hGNm02MWhlVFo0aFNTX1pXNGxiem1XaFpKQW12Zm1rbU44QTdyRDA?oc=5,
MarvelX,https://insurtechdaily.io/company/marvelx/,5.832,5.4,EUR,,,2025-05-13,EU-Startups,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPVllTR1N2enZpZy1tcnEtOE5BNFg1d0c2RjU3Y1o4VXRNc3RBS19KcHpzR0Z0OG9FVjdHNmFyYXV6UGpOUnVTV2NGcmVXZzh6cGRZQkFFNTJDVl9NcmdaV24wNU5uc0dsei0wcXZBNlFuYXZlVlJ5YllGUk9VRXc0bXcwNzRPLXJHd2loaXhXR3k0cmI1alItTk9hNHk4Qi04V1hLSUlHemVORXhGSXlCSlFXRVBxVGx4UjVmdFNYbll6RnBlZFp4aVIxSEV0MWhYckNMbVdB?oc=5,
Loxa,https://insurtechdaily.io/company/loxa/,2.052,1.9,EUR,Seed,,2025-05-08,EU-Startups,https://news.google.com/rss/articles/CBMisgFBVV95cUxNRHFOMlYwYW0xTWRUTXJpN0UzVm5vb3daU25PR3JFSS1OaGwyYTVXM1VaWFdaWWFsUGJrbnl3TFdMUGJGaXJlNlhCQUdLQ01QNjRaaXY3WVU4VDNPSlVwMFBiRlU5M0tzT0pvTW14bUF1VUI1QnNYdDhIdmNOS3cwLXJPR2t0UUdrRjBsQU1QdkM4NUU2NjgxdF9tbDJzY1puX3dDeG1FdEV1QTBQVU9FWGtn?oc=5,businesscloud.co.uk
PAWCHI,https://insurtechdaily.io/company/pawchi/,4.5,4.5,USD,Series A,,2025-05-08,Wowtale,https://news.google.com/rss/articles/CBMiU0FVX3lxTE4wV1dpTXhkWUgwcVk0UU9zS2xaNmxlZDRUUkhkdW0zenc2Z2thMGNDcWhSTWZjcUw3cHhOZGwyYjFXcjdNNFRFMDhiN2NpalVzU3Rj?oc=5,
Insurance Samadhan,https://insurtechdaily.io/company/insurance-samadhan/,1.02,85,INR,,,2025-05-06,Entrackr,https://news.google.com/rss/articles/CBMipAFBVV95cUxNOTVMR3JXMXdKNFFQY3pKbV9wSjc5c2dIRkZ3Y184VDZya3BjZVhSSkRMT21WOHZaRk5xLTFfMlA0OTUwbWFMa3c5YlN1ZFZBM1NaaUNYRlE0MjBMWmN6STVHZ1FGaEFMOXRLSEdraHYyWm9fS0RTUURFUTQtUGpobTIyOFNSWGh6WFF5SDhTMVcxUHJyMEJBYUprb29zWFF3Z0pWRNIBpAFBVV95cUxNOTVMR3JXMXdKNFFQY3pKbV9wSjc5c2dIRkZ3Y184VDZya3BjZVhSSkRMT21WOHZaRk5xLTFfMlA0OTUwbWFMa3c5YlN1ZFZBM1NaaUNYRlE0MjBMWmN6STVHZ1FGaEFMOXRLSEdraHYyWm9fS0RTUURFUTQtUGpobTIyOFNSWGh6WFF5SDhTMVcxUHJyMEJBYUprb29zWFF3Z0pWRA?oc=5,
Steadily,https://insurtechdaily.io/company/steadily/,30,30,USD,Series C,,2025-04-23,Newswire.com,https://news.google.com/rss/articles/CBMiowFBVV95cUxQeGpxMjB0eE5CT1VSU29makg5czhmd2hyR0xrU09nbzJmcnBkYVJUUC1GRkozUWs2T21jQjExUW41dmNxVWJzLVhkT09UVUZZOTVBYUQxVERTUVBDSnlBcmFOWWFpM2lxVUU5OEV3TlNJSlNDZHhuNXNWNEZDckYzLXpwWHpka2RabTlqSnBSWFJCVVdkMndvc1VvcVcxNWRuQUg4?oc=5,
Chapter,https://insurtechdaily.io/company/chapter/,75,75,USD,,,2025-04-18,Fierce Healthcare,https://news.google.com/rss/articles/CBMivgFBVV95cUxOVzE0N295OTN4STQ0UF9oNmVndkNIVmd3ZFVoU0M3dEFJUXJuYWpDSkhUY3JuRlVnamZ6OFdiTDJsQTdYTmhZZFBRXzF3OFNBVTM1NTdockJab3E5VGx3UXdRNjluNUY2cXRETWRlZGdvR09MUDlfZG9QVVE2UzAyNHRLcXU2d3FYbVBxQnlTVzhLVUZOa1Ftc3E0bks3WWlLMVpaQ1RMWnhCTEQ0eUFQbnA2SUN1NjAwVjQtLW5B?oc=5,
1Fort,https://insurtechdaily.io/company/1fort/,7.5,7.5,USD,,,2025-04-17,Insurance Journal,https://news.google.com/rss/articles/CBMid0FVX3lxTE5zeXBEOUFROFlRNmpVdXVqeTZtbF9ka3BERHFTZFo2UVNMdEhTVFM0NmtMZmtpRHlacEFJUnUyc25IV212WFhQMThJS2lDSXJpR29CUTJ1MEo5bHo1SnU2VXRZZ05TZEoyb0RlSWNpMjBHeHFfczZz?oc=5,VentureBeat
PolicyMe,https://insurtechdaily.io/company/policyme/,21.9,30,CAD,,,2025-04-16,Business Wire,https://news.google.com/rss/articles/CBMi9AFBVV95cUxQd0lGV0VxWVNUSWI2MlZUd2NMTlJEN0lZenNTc1d2WUZJV0hZcHpBd0RQTjJNNmVjUFpwNjg5UnV6bUhMM1FZdEttQmxuMjdWVXQyN2hyNTQ0SVY3NWI0cnpLVElBZUxCZ2ZkQWIyR25ZT3ZMaXZjVVJseXY1MFNkLUNzWFNZNEIzRHRVQlZTaEVDWUVjZXNHUGRyaUhEY0NTZEVVMm1NMkNFSVU3N0trTk1ZLUNOdE9ibVZKV0lwM1F4Nm9Nbk9xSHVoNFBSSkltNTlqbmJDTDZtX3g2UVFNRkw1NlRNR3ZrTmFwcE9WSUlITWtl?oc=5,BetaKit
Marshmallow,https://insurtechdaily.io/company/marshmallow/,85.752,79.4,EUR,,,2025-04-16,FintechNews CH,https://news.google.com/rss/articles/CBMiggFBVV95cUxQckJxRWtsaGdCemx3Sm9GeElrcUFMWXNEWjB5dVNKd0hqWUJ5RldaOW00Q0VlNTRncU9KQVlnZ2J1MFFnZWVweW9rWjl2NW1keDVjQ0Ywby1kM0FreDFDOFdBSUpjR0tsRUhudWNIVnFsanhYOC1QOE8yVE5zX1ByMkNn?oc=5,Sifted; TechCrunch
Ominimo,https://insurtechdaily.io/company/ominimo/,10.8,10,EUR,,,2025-04-10,SiliconANGLE,https://news.google.com/rss/articles/CBMimAFBVV95cUxObXRfbU9mMTZjUTdHRC1KcjgzdmRHZ1ZKWVpsZTFTaHBVazhHalZNNlFYbTZic0w1blRfWmd0R0Z4eWowM2J3X1l1dVNKNUtTbG5yLWRsNnNES1FoaDFteWI4X3ZRTnJ3UW5hLXhmNHhnRS1wenZFdDZ3Q2JSTi02YmdyTktzeVlfRFBxQVNabFY3Vm1sM2NFNQ?oc=5,
Grace,https://insurtechdaily.io/company/grace/,6.372,5.9,EUR,Seed,,2025-04-03,TechCrunch,https://news.google.com/rss/articles/CBMiogFBVV95cUxOdVNPUV91ZldZcFM3RTJQcG5WcVlUWTh3eS1SMEFCSGlGdmxFTEFOaGFZbklSUG9jOGVUWU82NnhzeFJSeDRvamVFT2dVSHhTYktwM0FMOGFLT1RtM09Yek9NZDN2WFdzdTNaOW14TERtSWRvLXBSMm51Ql9CZXdoZjVhQkhHLUFXdk1FX0J2WWM4a3Y0d1haWEh1WUpQaG82LVE?oc=5,
FurtherAI,https://insurtechdaily.io/company/furtherai/,5,5,USD,,,2025-04-02,Reinsurance News,https://news.google.com/rss/articles/CBMirgFBVV95cUxOUmN4LTlYQTZ0LVc0blBrWnlUSHB2WHNCQkFLRUFWNV9fdDJyUHdqelUyV3h4VjZEbjVqRnIyWXNMcEwwd21kaGJyZFFnRlZ6UXl1cmw0S0NDS016Y0RVYjIzSlk3WGhUM3F3RG1ZTnNqdUlvc2pldzJvTkctMnpGenB4aEN4NTk0Yy1fbW56eGhrOFJHQ0gzXzFoVkZwY09kNlFfcG9CajNvWE5HaGc?oc=5,
Vivere Partners,https://insurtechdaily.io/company/vivere-partners/,7.5,7.5,USD,Series A,,2025-04-02,Business Wire,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPdE5ieXpDTTJfS24xRTFHT0JwYjJGN1pwYm43S3dzdi1YRkxibk05dGxDNXQ5Umlhc0hLYmVkdGdNS0RTRE5NQkwtZTE0d2NDdXB4UUtTNmkxeU11S3p3VjBkaDltcVE3dW9GR1VmVnNvbmhkMmtnYU0xc2lLLU9ySlROdXZueFFxRmtubFpmeFB1aFUwbS1wNEE4cTl2emJMYU1iOThjUnpZSmFrRW1xVk9VMmw0WjlCNjIwUmRXb1BwQWR6WHRkMUl4YTludHNYZU5mdGRiSEo2Y2pzSzBXcFAzcWk?oc=5,
Kay.ai,https://insurtechdaily.io/company/kay-ai/,3,3,USD,,,2025-03-28,Business Wire,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNWVJaUDB5c05ORUlCa3JZaXJvUEZBRkhDV3d6NHNoTGJueE84MGp2aDRqbkl0VjMxcHAwZkQxcW5FSnVEQXE0N0N6OXZ6VDlzU2lBU2ZaV1RVRnZxVGRNYkctTnZJOHFmMW9uOFFmb3Npb0lzaVNBalgtSHFJOHJoRWhPZ3NFX2ctanZ1dXZfbUF6Z1VwZFdUMFVZZ3Jtc2Uyc0lUMV92dTFLUmd1QWhzWV9aNU84Qk5BVXV0UDlZTmxSZktVS05sLQ?oc=5,
Arlo,https://insurtechdaily.io/company/arlo/,4,4,USD,Seed,,2025-03-25,Fierce Healthcare,https://news.google.com/rss/articles/CBMioAFBVV95cUxPWFFCcnFEWGpPMW9SOVdSSE1PYjZTU1I0NWxmVUdJc3B6dW9WY2hlUFVZcUhNSFZRclJiOGZRbjdXX25haGpGN0xhM1pWWTFJS0piNjRvTE52c0VpQkRWUU5pWVVDTktlMXJUdllFamdXYkhaZ3kweFR5TU9sRzdMVlpFR2Qyak5HRDM2QTZyWVZ5dkZHNWRZZ2pLNG1DOWR2?oc=5,PR Newswire
Peak3,https://insurtechdaily.io/company/peak3/,35,35,USD,,,2025-03-19,FinTech Global,https://news.google.com/rss/articles/CBMingFBVV95cUxOWEdpZnFEUmZXREpSVGZVUTJ1a1QtLUtjallBaUVoTU5UT0NQUk0tM2ZoX0RzNnJLM3htbGRFMlE1YkFBRGJlZGRKVDIwRGlMd2ViTXZTdmd3TmFDaVFlci1CcjVRNS1hNEY2OTlWOVhtSnd3ekNOdkZuSGpJaEhCQ2phOUxjZEFOdTlqYXZhNmZ4ZnNkMWQwalZjZXJLQQ?oc=5,
InsuranceDekho,https://insurtechdaily.io/company/insurancedekho/,70,70,USD,,"Beams Fintech Fund, Mitsubishi UFJ and BNP Paribas Cardif",2025-03-11,MarcaMoney,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPUjFpQmN4dU96WnlNSDF4NjhmOG84MFFscFZ5NkFBNnZudUJtMUJhbFJBdnpjSjVmQm1OMkdSbmZxNV9yM3VlTGo4R3VBUFVKWXNISzdGRWM1VzNQZDZIRzlQckxmRHJOa1hBejdYc1VJdWZiUU1SQ3lxcm04MWt0aWktRU9uR2hfTUdDcWlNR3NhamE3QlJHdXdRdmswUWdPdDhBakFVY1V0ZlF4aHl4Q3lYVWdnWGgzdkotMHNRamFYZw?oc=5,Entrackr; Moneycontrol.com; The Economic Times; YourStory.com; Business Standard
Klaim,https://insurtechdaily.io/company/klaim/,26,26,USD,Series A,,2025-03-11,MENAbytes,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9ZSW1UcVBNZDdOWWF1bDdtMmdWY3libS1OR3I1VkwxRW9ZdnF2MWpKN2xpSFJFSlFJb0ZPbzVGU19JSUo2TjhlNzJlREVKeURFWDlJ0gFYQVVfeXFMUHdfSno0U3RZejZqNnEzM2VJcXZSek1HbHBLVVN2MGJVOTJVLWJUU2h6U2VfUTBwNFI5bHdFa2VZZ01RZk5nbjVIWkVsMldTYnVqVkdrbnBGYQ?oc=5,
Nirvana,https://insurtechdaily.io/company/nirvana/,80,80,USD,Series C,,2025-03-10,TechCrunch,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPZ2FkZjMtU3lLaU56a3dfSTg1NUFqX0pTSHFPMFJ2cFZCc1B2Tm8zNTRkc3ppLVJObjd1X0RkQVhnd05sS2VGMmEySTlESWluNkNnMWhBSHFhUmhuY0MyV0lXazdfWmZZUHNmcGtCNXYxNURndUpCTF9IVWV5LTB6NFM2TkRrS2psOE84d1NkQTRMSEJTNDNaSkI2LXBRS1dhV2pMNnI2VExTanNIYlphM2JNWUpwYTFY?oc=5,PR Newswire
Outmarket AI,https://insurtechdaily.io/company/outmarket-ai/,4.7,4.7,USD,Seed,,2025-03-10,Pulse 2.0,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPYVhaVHdSLWJwRnFTLTM1ZWZicUVBLWRNRWhlam5KSWFfRkQtSF8ySXJfLV9uME5neF9XaTJIZVRiQVllWHc4X2ttZkNkLU9TdGZSMWVKNXNGMGxjd2JJOUhWd2lvZkdRbF9XRWd6XzBwZEpPQ1dsUExIREd4RVEwZE1GaTlsVUk1YWlQTGxWd2drSWxNM1ZfWVpaU3lIQ3c0dW9uSXNScXNjZ9IBrwFBVV95cUxQUFJUeVJ4dkFLM0hkb3lkZGI0NHZxY3luMHB6T3Y1Qk5LUUdvc09tRnpXa1d3S3dSR0FzN1drel9zYjhHUVlPTmZKc2hXV2ZkNXg1RHdBeWluNU14Qy1uMjdrZTIxTTdHV0h4U3VpLU12NTZhWHZwb0FHdkdCdWNsQ2Jvd29RUld0aTVEcGNfU3dITHVJN3FYWU1yd05naTZQN1B4QW5uSWtJX25mUW1F?oc=5,
