company,company_url,amount_usd_millions,amount_reported_millions,reported_currency,stage,lead_investor,announced,source,source_url,also_reported_by
InRisk Labs,https://insurtechdaily.io/company/inrisk-labs/,27,27,USD,Series A,,2026-08-08,Indian Startup News,https://news.google.com/rss/articles/CBMi2wFBVV95cUxOX3dGb0hTa2xqWFVGa2FBQ01oOUYwRHBGWGJFMWlGYWRySFM2cWpCNFRUU1lUNndxaG9JRmhIWlNTaS1DWlBuQkFYU01OQ01aQVNkQ1B4Z0t0WDRUR3BJMlE0ZmVPQkRhTWRvTjI2WTF2R1VkRV9XU1ppMm1YNkNVMzBHbmNJc09kTHJ1d1BYdUMxbDBnUmJvLV9DU0JsV0REbGQzamduUzJ1R3BBQkRPZDVXUExKT08zVTBVMXlqekNyZHVlMDF3SXBaVTByX2MyMDk5Tk5WNkJNTWvSAdsBQVVfeXFMTl93Rm9IU2tsalhVRmthQUNNaDlGMERwRlhiRTFpRmFkckhTNnFqQjRUVFNZVDZ3cWhvSUZoSFpTU2ktQ1pQbkJBWFNNTkNNWkFTZENQeGdLdFg0VEdwSTJRNGZlT0JEYU1kb04yNlkxdkdVZEVfV1NaaTJtWDZDVTMwR25jSXNPZExydXdQWHVDMWwwZ1Jiby1fQ1NCbFdERGxkM2pnblMydUdwQUJET2Q1V1BMSk9PM1UwVTF5anpDcmR1ZTAxd0lwWlUwcl9jMjA5OU5OVjZCTU1r?oc=5,theinsurer.com; YourStory.com; CXO Digitalpulse
Corgi,https://insurtechdaily.io/company/corgi/,30,30,USD,,Yunfeng,2026-08-05,Beinsure,https://news.google.com/rss/articles/CBMihgFBVV95cUxOb1FEV3BHbGV1RnBTeG1KM3l4VkhVSVpxX3dQWkhpckZXckowUnZLdWtPVXlkSFQzX0dLaDRfNW93NUdJcXZLTXJNY09yX1E5OVBkcVlWU0JKU3JvRGV1ZTVKRDZNcU9VNS1tcUgxR0l1cHdYSzlHZnM3N3pMY2xtR2dfemQtQQ?oc=5,
Faye,https://insurtechdaily.io/company/faye/,50,50,USD,Series C,Madrona,2026-08-05,Beinsure,https://news.google.com/rss/articles/CBMigwFBVV95cUxPZHhmYmJaZlJBLTZfZ3BGeDVrZFZjdmx5YlVCaEhhRUlhS3lJdHBuVUJ4MUw4ZGdkdGs1WFk3WUVuVGxuZm1wNGF3d3N6aXFyLVZNbEVMX3NGMllQTFA3QlloR0xSS3BCTUhrNlYxeHFWYmVjQllfMkV5cWZvQ3hPQjBRMA?oc=5,citybiz; Richmond BizSense; Skift
Advocate Technologies,https://insurtechdaily.io/company/advocate-technologies/,18,18,USD,,,2026-08-04,citybiz,https://news.google.com/rss/articles/CBMiywFBVV95cUxNczE2Qjl1SDBqcTJZQU8zNmRLSnkwbWpyelUwd0k1dFBZMHdqajBOTnBlMzhFa3cwcHQyRUZhNGJQQ3pLQlNGY2ZLUmIyU2IyQTBtT0NsRnhXMDRKRlZpcTgybEdscWVZcVU2UFlQTUJzNkJ5TXFuN0F4R3Y1VW1uUVBfOGZwODB6M1pleEVDZ2NKUnFVeVMtUGNYRmFXVHVZYXE1U3FYQm82dTJkT1h3b2h0UVpUdi1ONHFxVVdSeVp3a2hrdjZyOEppNA?oc=5,
Curant.ai,https://insurtechdaily.io/company/curant-ai/,3.1,3.1,USD,,,2026-07-29,Coverager,https://coverager.com/curant-ai-raises-3-1-million/,FinTech Global
Terminal,https://insurtechdaily.io/company/terminal/,20,20,USD,,,2026-07-29,Coverager,https://coverager.com/terminal-raises-20-million/,
AGI,,70,70,USD,,,2026-07-27,FinTech Global,https://news.google.com/rss/articles/CBMimwFBVV95cUxOcV8wVk1GdjEyRERYTmwyRDZoR250TGo4X09JTHFueHRjbVdWY1ZTQ01wZG1kZmo4Vkw1Tmxxczlia3dRTDJCcGVyc0N6ZWhsWDZmMHNuNTRKVlh5eGRLdVFOVjVKdUJMYjNzbFQ5SC1nQlR3MDFkbklsSzdtVkdMUU1lZWQ4dmxDZnhraGc1amNXS1JyTXZzV1QtWQ?oc=5,
Ominimo,https://insurtechdaily.io/company/ominimo/,21.708,20.1,EUR,,,2026-07-27,Insurance Nerds,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPYUVXVTBxNmRQS3B0Q3I4ZDBEcDQzZy1PS1ZqN1FMRHgteDAySWVyQ2VyMFBseGdMTkdIUDRzenh5ZzRLVzZqM2lVSWdWMW1tWFY1YkFhOVBxanFZQ1M0YTA3T0FsNG5aeExGblNCbnZucWNORzJpeFRyaWJYUVFjNThYOHhaMWxEQ2dlVi1uMFNyY3U3QXFjZXNxd1NGd2dlbnZoNE5WRUFFdElxcElJbVhmUHJPZmJOX1FVWGZmUmRicXRWRnVrVFJ6RXBDTUZQajlpTmdHX090U1hHVUtz0gHfAUFVX3lxTE9hRVdVMHE2ZFBLcHRDcjhkMERwNDNnLU9LVmo3UUxEeC14MDJJZXJDZXIwUGx4Z0xOR0hQNHN6eHlnNEtXNmozaVVJZ1YxbW1YVjViQWE5UHFqcVlDUzRhMDdPQWw0blp4TEZuU0Judm5xY05HMml4VHJpYlhRUWM1OFg4eFoxbERDZ2VWLW4wU3JjdTdBcWNlc3F3U0Z3Z2Vudmg0TlZFQUV0SXFwSUltWGZQck9mYk5fUVVYZmZSZGJxdFZGdWtUUnpFcENNRlBqOWlOZ0dfT3RTWEdVS3M?oc=5,
Klaimee,https://insurtechdaily.io/company/klaimee/,5.5,5.5,USD,,,2026-07-27,quasa.io,https://news.google.com/rss/articles/CBMifkFVX3lxTE13VWpoUE91WmFZRmZyN1FjMHBmV0hQa1RFQ2thYUJiOHp6N3JGVUtKTzZqMERPSlQyclZ6ZmpEV1R3UDlZVDVKNjRGSTdadFZObTRIdklDZFlCRldweW9ETzMxWDNndDBCTmhaSldlNUZMOENBQVBWTXZlOW1JUQ?oc=5,Beinsure; FinTech Global
NeuralKart,https://insurtechdaily.io/company/neuralkart/,0.282,23.5,INR,Seed,Inflection Point Ventures,2026-07-23,Whalesbook,https://news.google.com/rss/articles/CBMi3gFBVV95cUxPeE1FeUhTQnp2M3I0a3hQV01JQl9teHpJVkJZbkdpUzRUWjdZMDdwR0lrVnhfc0x1QnBhZmFiMHR2S1RiN0FLdU1nT1F6T2s2RTU3NDRhS2NDcklzUmtsN3RIWUhmalpjQlBDeEVJbjJmRTM0QTVGSXlPcVFlWmNkQ3VHUXBBMkNseDlVOXQwN2lUaWFvdkRvV09nSjdneFpKaGc1UTJiaVRRY1AyLUNSTGl5Z1p0ZVljQ2RXRllmY0J1akRpWm1jaVhMN182RkZDb1pCMDZhMTg2MEI5S2c?oc=5,India Technology News; Indian Startup Times; Local Samosa; Indian Startup News; My Startup World
Coverwatch,https://insurtechdaily.io/company/coverwatch/,4.5,4.5,USD,Pre-seed,,2026-07-23,Beinsure,https://news.google.com/rss/articles/CBMiekFVX3lxTE1QWXU4aWdCa09HUzRDT2xUd0l1TGxUVWh5TnppbjlyUDRtZ09NX3ZTc0NtLTRvZ1R0NFlUTkh6TWhGTW00NjUzblBFNzdrcmVLcnFZZlBFXzZRR1o1SDJTNHpYX3NTeWU2QkxqeEdob0JoYm1WbHZPZ0Z3?oc=5,
Cover Genius,https://insurtechdaily.io/company/cover-genius/,100,100,USD,,Vista Credit Partners,2026-07-17,Insurance Nerds,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQZmdzeUxPYXZNQzZscTE4NkJyUTZTY0NGZDlXNGx1aElMUWtWcF9qX29PbkNzYlYzWTF4ZWttN29VSFhSUGNYNmpNUHVWTnJTZXFXM241NFpuSEV2SFRKbGh4ZndWd0UxdVBfSEpfc05YMVhJZW4zX0IxRnlfall5am9ZTFNVdENHOTV4YkptZWFiZkpjZm51WUY0eThMbVAwU3ljbFRfOWLSAbgBQVVfeXFMT1ZKNEdKQ1lSZGN6cFlMYWtVdUxuTV9yODFoOU5SRmJuNGU3Q2pBdWZPVU0zdDQtSm45WnFKZk03VXZFdm1rdkpoSTBzU3MxUlhsb2s2M1Q0cGlTSllLdlV6dTZndl9heG5qSy1NSWVLNE5zdWVsTGNlTHRsVVppSGJMVkRfeTZFTUVLWU1Renpuc3ZuZTYzNHBGTXllZEdwZFJlVWlsdzVLZzlZWnJzODBCckZUZURrMg?oc=5,FinTech Futures; Tech Times; Beinsure; citybiz; Business Wire
American Growth Insurance,https://insurtechdaily.io/company/american-growth-insurance/,70,70,USD,,,2026-07-15,Insurance Nerds,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQZ2VZc0FfblZCQk5qMFhjbWVhdUJQX3N1TE1HdlYtV1BabGdXOXU0YUxOcW56OXJiaEQxaFd0UmFMem94eXp0aGgwaVozc2VabXp4dGxEZnFUS0xLb3RlMVp2blFPb21mUXFzVms4eTZVRm5meWN3M2w3c1NsMHhhUHVwcnJ1cFBSV01yOU9jOFZxNFRNVkpmSV8tUUVDVTRwZllabmFINW1idlJTRXA2YWlBckpYTktmazVFaThIWWnSAdABQVVfeXFMTTFGdTZfVm05b09zc3MtdGhmbENDWkpWSk5kOUtBTHNScWF6QktvTzVhSXVkclkxdWZWZWNpSktHMUY2cExBLUJobDJtLXRuVDByR1BLLWN5cVg2d241WUJtVFkwQkNrRmNUU0JWNEhfbVlsLTZPYXRkOFcwRWpFTGloMUlCVmszNmVXdHJDd2t3eFkzWjNrVHVad1ZOMTFFZTVRa0pISHQxOWRlbzlva0MtN2cwTGNMdTRmY0hMOVFKSjlIRUlJLTB5YkRaWjU2ag?oc=5,
PolicyStreet,https://insurtechdaily.io/company/policystreet/,26,26,USD,Series C,BlueOrchard,2026-07-14,Insurance Nerds,https://news.google.com/rss/articles/CBMipwFBVV95cUxNNlNUUW11YUx1V1FwV2xUVHVacXUweVN4YWc5YlRsV3dyYzFqY2EtcVlEa2JjZTdNUlBlZ2FSZUNvWnNUbzlQN3lUZEhmd1B0OHkwY2pKRUNNNDUyLTBjalEyeXpVbXlFdmNOenBiOVQ3c3hBZHNrUEZ2NjZuV2xyRk1hS3BSSzRDSUtkWE5lRWNWcVdIS2xiOHAyb0FCaHdCMlFDZ0RNSdIBtwFBVV95cUxNWFFiTkc4ZVFZY216NVlmVUhnSGw5Yko1VUh6SFVwUEowR0w2TlphTWlDZGVmLUVYcG1Xc3ZBdmNxYk1BSkdTZUp3OFNEdDA5RGdSSk9aaEF2cjVBVTFoQ2F6M0RoLW84dkczbWRWLXJDYlhhLXBzXzFoWDYzbm54Y0VKcjJQeGp2VE9sSEVnS25LSklYeU5wZXN4eENDTlprUTNMQWZGWjQydXJkM2FaaWVCNnp4ZFU?oc=5,Beinsure; Digital News Asia
Adaptive Insurance,https://insurtechdaily.io/company/adaptive-insurance/,5,5,USD,,,2026-07-07,theinsurer.com,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPV0lMTktiQXpzS2FESG9rNTFOMjdpOW5sQkI2c2t4U3NZS2x2V2JVZVE1NlpCR204eVhjV3FrZ3VneEJIaDFVQTVjcmFpNThvaUZUTVcyckpzeEg5YXF1dmY3c0RKckNwUnNjZXRmLTVBSHJDcUtld0pyTXQxU2x6VlNLdHVzWkpIMkxISnlKZ1hZUDhoMHE0OXJ5MFpOMVBMNUlma242MDVPTWc3WXpnSTNfV040WG1vUlpFZ0w3WS1NWi1UZEpGOXQyMC1HYkZk?oc=5,
Panora,https://insurtechdaily.io/company/panora/,5,5,USD,,,2026-07-07,Beinsure,https://news.google.com/rss/articles/CBMihgFBVV95cUxPdXRTU3BidmdLQ242V3ZUbENsZzhyV3FKTWxPMGdLaGVqQzlQSzdmM0JCSnR0WGx0T0tsMXdIdE9FSXE1cl9lb2JIUFZKUV9WZjNZTDF6T01JQmV4TWQ5VGh2aFpRdDFKYms2Yk5odDlfcWxFdTdUTjVRTGluSDRaaVZwNVcxUQ?oc=5,
Joyn Insurance,https://insurtechdaily.io/company/joyn-insurance/,17.7,17.7,USD,Series A,OMERS Ventures,2026-07-03,FF News,https://news.google.com/rss/articles/CBMivAFBVV95cUxOZzNZcnNtV2ZCdzE0ZG1QR01rSjBOU2wxT2ZndWRPYnpDUk9ScW9jQzdSNExJS3FLN3lxWlJ3TkZfUnpUc2trOWlCTTNHYzFvcmxXeXpad1RiQi1JZXNPWWlLQkNLS3QwYVA2MUFtVEdzcXVXaU5oN2hmaXkwWElXbDZBenZoTkRpa2VwNURZWGlUTFJPRkpDTzNLdDJxajRJV3k5R09KRGtzUnMzY1dIWE81N282WWRfUEV2NA?oc=5,
Alan,https://insurtechdaily.io/company/alan/,518.4,480,EUR,,Prosus,2026-06-26,Insurance Business,https://news.google.com/rss/articles/CBMi7wFBVV95cUxPUU1xdEhnM1M0RE83bUtiVHM1NzFwd0FBWFNwODBObE5zTm1menZfV2UtT2dtMFF6dWdHUC1CUlRBRGtrRHFPazQ3MjQ3a2l6V3pPcUVRelBlQmpQMGUyN181NFl1eWw0ZXh2NkkzMkw1N2VWVkZxZmRRVk9nRU4tY3NQRng1bVV2Zy1rUEF1Y044LTlXOTdBeGFPdHdlMjJ4LXRvZVhsU3hqQXV2TThPMjFnRFNyN2VXanJ4TktyZU83V1VlZzNsUTlpZTNnLU1lekVXOC1Vd3ZBLV9OSE15QmhDZFo0ZTl4ajN6TXc5bw?oc=5,FinTech Global; Tech Funding News
EdenCare,https://insurtechdaily.io/company/edencare/,0.27,0.25,EUR,,,2026-06-23,innovation-village.com,https://news.google.com/rss/articles/CBMivwFBVV95cUxOVUwydlBUNTFDdWg5MW1MdHc1TDdmOTBZajVOZE9GYlNiNFJqY09sU1NxVVlCQ3lMVWRFOFZhZmtpLThvWDNqSmU3RmliOWQ5a1FxdlIyd3dFY1ZpQ2dGd0hOREZ2U0ltOWpvQTBGNHdMMDdOM3EyNmhBSW1lX2FUdVB1ZXlENV9lTzhRUENmMVJxRUpESjBzaEJCelNGakFyRTFmSm42cjZoTGhjZWl5MG1CZExhNFdLZ3JEOHBmOA?oc=5,
Braven,https://insurtechdaily.io/company/braven/,4.6,4.6,USD,Seed,,2026-06-16,theinsurer.com,https://news.google.com/rss/articles/CBMipwFBVV95cUxNT25UV2E0OW1lYXpvREo3MklwcEl6dmVJNEYtWEQ3bkpuUkdQNWxfUWc1S3JlT0RZbzRPMnk2N2Z4bHN5cVZaNUhqNElpcXFjMU9JbnQ3ZTVlWm16aVNTajNmQm9JTkFRbHFCb0Vzb1BKYVk3dWhla3FjcU1UOG1TWXJVYnU0Rk1TQ0hnWWh5ZXNfeDN4ZURGQm1oNmxmcHFzQ0FkTU5aQQ?oc=5,Beinsure
Tugboat,https://insurtechdaily.io/company/tugboat/,3,3,USD,Seed,,2026-06-15,citybiz,https://news.google.com/rss/articles/CBMivAFBVV95cUxPS1lpalU4UVpjYlZiMXF2WTNwMjJTRmhoeGhNOGk0Qm9ZTHYyeHc4bzVveHdHQklpS0FWeEpYTm5iblZTanFQM1djbk9wMldfejRZTWlKb05mOV9ZYWpoQUtsbk5kU2FudmhzVnF0bjRHeHBORjZPNTM5bENmNmtYc1Bra2dJOGdEZlVTeVg1SjJCQVFZdGdGWWF5Sm5la09nUDVXX1QzN0pxQmUyQm9wWC1XaVl5dE9WUTdSWg?oc=5,
Honeycomb,https://insurtechdaily.io/company/honeycomb/,40,40,USD,,Zeev Ventures,2026-06-04,calcalistech.com,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1vazJHT0VHbXNjMW5zeWFCNmVVZ3B5N3piWnRvUkU2Y2F1MnhxWkhoQTg3Yi0xQm9DQlJERWlhQW9GVElkUUdLWmxjOVJEcnY3U293SUdhMnlERTBKOEd4T1M3UG5CcWxC?oc=5,FinTech Global; Yahoo Finance
Pace,https://insurtechdaily.io/company/pace/,46,46,USD,,,2026-05-27,theinsurer.com,https://news.google.com/rss/articles/CBMimAFBVV95cUxOaTJ5N3cyQXRvYVNFVmF5dWI5ZWlqQzFpdkVlNjZlcTJDUk9pWHFRcVBxTFltR1FNcHNuSnAwV1dBMVlISnRUVlpvVm83LTZmdUYyeDFra3Bsdlo1RFM0aGlvY1dsY08zbndtS0hZVDZLSmlmWk1VblA0aGxJSno5cE9naW85VFVwaW1reGx2SENDbUJrUFRUZQ?oc=5,FinTech Global; Forbes
Outmarket AI,https://insurtechdaily.io/company/outmarket-ai/,17,17,USD,Series A,,2026-05-14,FinTech Global,https://news.google.com/rss/articles/CBMijgFBVV95cUxNdjd6SUxoa1hiMGZLVWJ2WElkbmdrMk92dFVZd2dVdEhkTDFhYl9UazFDVXJUTS1KZ25XUmwtalQ3d1ZYOXBJRVVlM2hMZTEtbXpnbXNiSEYxZW4xYjZkZUs0eGEwOHI1cWZFdG5pTkdfR29sYjkzOThOV2FXZFZVV2cwZ3dnaWlmeldMbmt3?oc=5,Beinsure
Novella,https://insurtechdaily.io/company/novella/,21,21,USD,,,2026-05-14,calcalistech.com,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1XUkpNQm9OZXp0dHduRVhPMkstSi01YlBzbElZVndkWFdhUXZuNy1FSXpGY1FrMnE4dGw2Mm5STF81bUZFMnNqQUl2bUJ1VlBNWm5qeTVTbmE2ZXdLQUc0MldLSzU5VWpz?oc=5,
Corgi,https://insurtechdaily.io/company/corgi/,160,160,USD,Series B,,2026-05-07,Pulse 2.0,https://news.google.com/rss/articles/CBMilwFBVV95cUxNOWdpVjJicFk4ZTJzei10bUFzODFsWF82SWlienVzOXdUSnN6aUtMbmxydkVPM25pN05mNUZiOWdfZU14ejFtOVdMb0toUlFGa0JBbXBrUUg0bEVYQ0hNZl9CMjFfU0IwU0RBX1E5aUJFbGRHRHZGeDdxc2x3SFllVG1QSWtZWjZ5bFFYb3NiMUY1cXpMRS1n0gGcAUFVX3lxTE9nN2RUXzNYeEJDLXFSUy15UU0zTXMyQnJENFRYX1o1N1FRbnMyLUhJNmIzNUJwdGdXRWppREw0RUQ1N1EtU1ZER3VTWExycGhWWDhzd1l2bzN3Yi1fN2tLUnJtZlhkLTlVdENld2dNemVwQURqZmpzNXdkcklENGFqUkVLdzA2MUhDazNjR2x4dkplYzJoYjlmU1ZBZA?oc=5,Program Business; Tech Funding News; Beinsure; jawlah.co
Reserv,https://insurtechdaily.io/company/reserv/,125,125,USD,Series C,,2026-05-07,Beinsure,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBtMFdTdFJQcURma2F0dUl4LWhMMUdicERWOWtNajV0Mi1fYk1HSUJ1UXJjNFZTMFktdDhBT2tDUklzZW1ubXpDUHlGODhkX2Nqd2syd2dsLXZMd1RwbEdQN2k3cDVyRUE?oc=5,
Wopta,https://insurtechdaily.io/company/wopta/,5.4,5,EUR,,,2026-05-06,Insurance Nerds,https://news.google.com/rss/articles/CBMijgFBVV95cUxNQlk4LTRIZTI3YldvNzlVaks0cWxhRFdiS1R0UG5KU1N6WmpIelFPaHNYOWpwTU5XTFJSbm0xMGMxUkxXN3poSHVlbWdjN1o3eUJtcUZKREkybFVJOUZ1dUhkX1dKdzNWZ2t3Um5uSjJ2eG1DbmstU0hMZUp4QmNveFVpeGhBQXpGSlY2ZHZB0gGeAUFVX3lxTE9vSGlYVmhDSzNyaU90VHlJVGtpaURPN0MtQWJURFN0eU9FWWE3WU80ZnN1UzNzeW5uejZrRGVRRTd2QkRHWmdJTmdabjF1TWg3ZUJfR2pnUFNEaENuWGhRVm5JaW9UUkJSblZSY2Z4RDJmUlhkRlhWMFNxUlN3MUY0Vk93YjRiT1h6QkQ3aUR0cVR2VkJjcVFPQzRpNUNB?oc=5,FinTech Global
Counterpart,https://insurtechdaily.io/company/counterpart/,50,50,USD,Series C,,2026-04-29,FinTech Global,https://news.google.com/rss/articles/CBMinwFBVV95cUxOTlRCZmxGRm9LbENxNW9FRGlqRDk3MEh6QlhiLVNDX2p4MHVCR0Zfa2dFQlN4Skp5bEs1djVzZXBuSGV5bHpfUk4wS3pTR3YyYU1IYndReFFDN2tXSzYtRzJJcUZTeFdnTnVhU0Z6RGQyWWlhZUljTjMzNGQ3TU01ZVFHSXlmWUFQcVktMzU2aWxINWpENFhQeDN6OHRRT2s?oc=5,Ventureburn
Segura,https://insurtechdaily.io/company/segura/,8,8,USD,,a16z,2026-04-27,Tech Funding News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNN1IyM3ZGQURqaVZheXF1bDhqaGtCWEVxR3VEd2VkWER3eGVHNnRYcU5MOEhDYzlDajJxSEZaVjZrOTROakV1SmpvNTlKTC1TdGZ6SmJNSmk4YnRXaVlHSGpIS05yUUx4ODZZZkx0VVJwbVVXUGRtUnYzUjBydjlvcFRtanRKZ0MwYWlpbFBtal8wRXBnMzcxYldrSUdvYm9LV3JRUjg5V1dQWlgxbGsxUWtGTEZCWFhx?oc=5,
Embroker,https://insurtechdaily.io/company/embroker/,28,28,USD,Series B,,2026-04-17,FinTech Global,https://news.google.com/rss/articles/CBMinwFBVV95cUxOWS00dzQ5Yk5pYm1fbl9kbGNLa0JvYmd0UzhwNTg3SGtOSE9SOU44VGtCcnNOOEUxaWFaalNVdzAxdzJ1YTduZG9mbW5ma3EwOUFrczY3ay1vNVgtUmlNLUFkcUhvQzVidEJwY3dORlNZSmhxSk9Iek1ELWQ0bE1US1hIV09yaHFkYzgzbHo2THd5bHctbFVBN0ZMRkNzNm8?oc=5,
Insurteam,https://insurtechdaily.io/company/insurteam/,1.3,1.3,USD,,,2026-04-13,FinTech Global,https://news.google.com/rss/articles/CBMijAFBVV95cUxNUHJqNUpqX2k1aWRzdUFLUm01S3VGWmhyb3FVQTBJREd3Yl84a0lyWkpqdk0xR0h3dnZVMURwY3Ridi1scXZIcGtqdXdWYXFPWExFS3hCWUt0QV82Ny1FQzRGWFVaendRVUY2OEtyQnNVUHFReENwejBQSHB6UmdROGhIdkExY2x0ZTBwdQ?oc=5,Greater Geneva Bern area (GGBa)
Energetic Insurance,https://insurtechdaily.io/company/energetic-insurance/,2.5,2.5,USD,Seed,,2026-04-09,FinTech Global,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQZkoxcmpJbHpJejdxVTZQVEZPeHd4bkNWV0RDUHhRck56aEJZTXVEYzBPemkyOUVqV2VPaFJfaUhqVVJpVVkzWWpDRW5tV0VWbnQ4eHFZQzdpRzQzcmVFR083NXVSaWtpLTVyNjFtSVRnSU00RmJtZzduUFFBNjQ1ZWVMWFRYMlkzVm9CeWtvREJRRTZVS3UwVmRYb1JJeTkzU3hoSVdXMlBFUW9Ec09HY2lSQjh2TklUeUIzV1liekc?oc=5,
Yuzu Health,https://insurtechdaily.io/company/yuzu-health/,35,35,USD,Series A,,2026-04-07,Yahoo Finance,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOX3FRRUZicTBENndrM2ZMOWQ0SWk2ZzBMYmRONUluWjR2WXlhSDdHcjJwLTlSMnU4TmlSTVBaYnV5MTZCRWRBWEhwbENZYjhXYVItTEpWaFZtUFBDY3pTNGhrN1lOMWoySnBRNzdpNjg1M3dHejVzTnBVX1hDWUVIRzlkQnBHczFCV21BNFp1bEFVSWlNenh6RkwyalZ6SnRwY1lLVldhU2hKUQ?oc=5,
Flora Fertility,https://insurtechdaily.io/company/flora-fertility/,5,5,USD,,,2026-04-07,Athletech News,https://news.google.com/rss/articles/CBMimgFBVV95cUxQdHBCb2duOW1LZkFiTHh2NzUtQklGVEplaDVpc3dNV3BJYU5XNU9IcUhFQnFOMVJkNURGZDAxZjZsdVhKRTlUMDZuRkk0ODR5aWFhd3ltZEZuaENHN1NvSFBQXzRzdFpPc2E1UXlzenVyeVFsallOVWhaQUdaSG1pV1FWRV9aRnFpaEJlNVpseHo3elBFc0hKbXFR?oc=5,
Rosella,https://insurtechdaily.io/company/rosella/,3.7,3.7,USD,Pre-seed,"Peak XV Partners, Intact Private Capital",2026-04-02,FintechNews CH,https://news.google.com/rss/articles/CBMijAFBVV95cUxNdWlKZEIwTElpR0xkeTdRdzdjcXNjNmxzSWFFcnJxZnB2ck92aFpoZ1J5Vk9nM1RLdUlwZHI0dEY3WVFuQzNCUDNzX0swRmxjRnBwRnJjdUFjRzVzQ3lWQmFHRFRoeDd1UWx2eERhV2VveWhZeW9SN3owTWhDbnl3bUIzZkNRTnhiVGxWSA?oc=5,TNGlobal; Startup Daily
